Spacecraft: DALA_SatFine

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
14 Jul 2032 04:37:26.324    14 Jul 2032 05:43:56.535      3990.2111804    Jupiter         Umbra       1949          3990.2111804
14 Jul 2032 08:08:52.457    14 Jul 2032 09:15:22.922      3990.4654601    Jupiter         Umbra       1950          3990.4654601
14 Jul 2032 11:40:18.524    14 Jul 2032 12:46:49.213      3990.6897699    Jupiter         Umbra       1951          3990.6897699
14 Jul 2032 15:11:44.593    14 Jul 2032 16:18:15.578      3990.9844191    Jupiter         Umbra       1952          3990.9844191
14 Jul 2032 18:43:10.725    14 Jul 2032 19:49:42.144      3991.4191884    Jupiter         Umbra       1953          3991.4191884
14 Jul 2032 22:14:36.956    14 Jul 2032 23:21:08.974      3992.0176331    Jupiter         Umbra       1954          3992.0176331
15 Jul 2032 01:46:03.292    15 Jul 2032 02:52:36.045      3992.7532758    Jupiter         Umbra       1955          3992.7532758
15 Jul 2032 05:17:29.704    15 Jul 2032 06:24:03.262      3993.5586432    Jupiter         Umbra       1956          3993.5586432
15 Jul 2032 08:48:56.142    15 Jul 2032 09:55:30.485      3994.3435377    Jupiter         Umbra       1957          3994.3435377
15 Jul 2032 12:20:22.546    15 Jul 2032 13:26:57.566      3995.0194323    Jupiter         Umbra       1958          3995.0194323
15 Jul 2032 15:51:48.862    15 Jul 2032 16:58:24.385      3995.5229620    Jupiter         Umbra       1959          3995.5229620
15 Jul 2032 19:23:15.056    15 Jul 2032 20:29:50.890      3995.8340911    Jupiter         Umbra       1960          3995.8340911
15 Jul 2032 22:54:41.126    16 Jul 2032 00:01:17.108      3995.9826802    Jupiter         Umbra       1961          3995.9826802
16 Jul 2032 02:26:07.100    16 Jul 2032 03:32:43.141      3996.0404330    Jupiter         Umbra       1962          3996.0404330
16 Jul 2032 05:57:33.033    16 Jul 2032 07:04:09.133      3996.1004099    Jupiter         Umbra       1963          3996.1004099
16 Jul 2032 09:28:58.984    16 Jul 2032 10:35:35.235      3996.2504959    Jupiter         Umbra       1964          3996.2504959
16 Jul 2032 13:00:25.009    16 Jul 2032 14:07:01.558      3996.5489880    Jupiter         Umbra       1965          3996.5489880
16 Jul 2032 16:31:51.135    16 Jul 2032 17:38:28.144      3997.0091941    Jupiter         Umbra       1966          3997.0091941
16 Jul 2032 20:03:17.362    16 Jul 2032 21:09:54.958      3997.5965218    Jupiter         Umbra       1967          3997.5965218
16 Jul 2032 23:34:37.194    16 Jul 2032 23:34:43.658      6.4644005382    Jupiter         Penumbra    1968          4004.7021480
16 Jul 2032 23:34:43.658    17 Jul 2032 00:41:21.896      3998.2377474    Jupiter         Umbra       1968          4004.7021480
17 Jul 2032 03:06:09.970    17 Jul 2032 04:12:48.810      3998.8397910    Jupiter         Umbra       1969          3998.8397910
17 Jul 2032 06:37:36.236    17 Jul 2032 07:44:15.549      3999.3138738    Jupiter         Umbra       1970          3999.3138738
17 Jul 2032 10:09:02.401    17 Jul 2032 11:15:42.000      3999.5997353    Jupiter         Umbra       1971          3999.5997353
17 Jul 2032 13:40:28.435    17 Jul 2032 14:47:08.118      3999.6837565    Jupiter         Umbra       1972          3999.6837565
17 Jul 2032 17:11:54.340    17 Jul 2032 18:18:33.945      3999.6056948    Jupiter         Umbra       1973          3999.6056948
17 Jul 2032 20:43:20.153    17 Jul 2032 21:49:59.603      3999.4504697    Jupiter         Umbra       1974          3999.4504697
18 Jul 2032 00:14:39.470    18 Jul 2032 00:14:45.936      6.4654239686    Jupiter         Penumbra    1975          4005.7925848
18 Jul 2032 00:14:45.936    18 Jul 2032 01:21:25.263      3999.3271608    Jupiter         Umbra       1975          4005.7925848
18 Jul 2032 03:46:11.763    18 Jul 2032 04:52:51.104      3999.3415617    Jupiter         Umbra       1976          3999.3415617
18 Jul 2032 07:17:37.699    18 Jul 2032 08:24:17.269      3999.5703317    Jupiter         Umbra       1977          3999.5703317
18 Jul 2032 10:49:03.786    18 Jul 2032 11:55:43.830      4000.0437695    Jupiter         Umbra       1978          4000.0437695
18 Jul 2032 14:20:30.035    18 Jul 2032 15:27:10.776      4000.7411172    Jupiter         Umbra       1979          4000.7411172
18 Jul 2032 17:51:56.421    18 Jul 2032 18:58:38.020      4001.5983068    Jupiter         Umbra       1980          4001.5983068
18 Jul 2032 21:23:22.897    18 Jul 2032 22:30:05.422      4002.5250620    Jupiter         Umbra       1981          4002.5250620
19 Jul 2032 00:54:42.958    19 Jul 2032 00:54:49.401      6.4424929675    Jupiter         Penumbra    1982          4009.8708567
19 Jul 2032 00:54:49.401    19 Jul 2032 02:01:32.829      4003.4283638    Jupiter         Umbra       1982          4009.8708567
19 Jul 2032 04:26:15.873    19 Jul 2032 05:33:00.109      4004.2365154    Jupiter         Umbra       1983          4004.2365154
19 Jul 2032 07:57:42.275    19 Jul 2032 09:04:27.193      4004.9180912    Jupiter         Umbra       1984          4004.9180912
19 Jul 2032 11:29:08.595    19 Jul 2032 12:35:54.085      4005.4895117    Jupiter         Umbra       1985          4005.4895117
19 Jul 2032 15:00:34.856    19 Jul 2032 16:07:20.865      4006.0090868    Jupiter         Umbra       1986          4006.0090868
19 Jul 2032 18:32:01.102    19 Jul 2032 19:38:47.660      4006.5579271    Jupiter         Umbra       1987          4006.5579271
19 Jul 2032 22:03:27.389    19 Jul 2032 23:10:14.603      4007.2139969    Jupiter         Umbra       1988          4007.2139969
20 Jul 2032 01:34:53.762    20 Jul 2032 02:41:41.790      4008.0276806    Jupiter         Umbra       1989          4008.0276806
20 Jul 2032 05:06:20.247    20 Jul 2032 06:13:09.253      4009.0056683    Jupiter         Umbra       1990          4009.0056683
20 Jul 2032 08:37:46.839    20 Jul 2032 09:44:36.945      4010.1067606    Jupiter         Umbra       1991          4010.1067606
20 Jul 2032 12:09:13.500    20 Jul 2032 13:16:04.749      4011.2499072    Jupiter         Umbra       1992          4011.2499072
20 Jul 2032 15:40:40.170    20 Jul 2032 16:47:32.502      4012.3321333    Jupiter         Umbra       1993          4012.3321333
20 Jul 2032 19:12:06.779    20 Jul 2032 20:19:00.032      4013.2523235    Jupiter         Umbra       1994          4013.2523235
20 Jul 2032 22:43:33.265    20 Jul 2032 23:50:27.201      4013.9358147    Jupiter         Umbra       1995          4013.9358147
21 Jul 2032 02:14:59.586    21 Jul 2032 03:21:53.940      4014.3537791    Jupiter         Umbra       1996          4014.3537791
21 Jul 2032 05:46:25.735    21 Jul 2032 06:53:20.266      4014.5313091    Jupiter         Umbra       1997          4014.5313091
21 Jul 2032 09:17:51.738    21 Jul 2032 10:24:46.279      4014.5412197    Jupiter         Umbra       1998          4014.5412197
21 Jul 2032 12:49:17.650    21 Jul 2032 13:56:12.135      4014.4845639    Jupiter         Umbra       1999          4014.4845639
21 Jul 2032 16:20:43.540    21 Jul 2032 17:27:38.003      4014.4634484    Jupiter         Umbra       2000          4014.4634484
21 Jul 2032 19:52:09.471    21 Jul 2032 20:59:04.026      4014.5549920    Jupiter         Umbra       2001          4014.5549920
21 Jul 2032 23:23:35.486    22 Jul 2032 00:30:30.279      4014.7933381    Jupiter         Umbra       2002          4014.7933381
22 Jul 2032 02:55:01.596    22 Jul 2032 04:01:56.760      4015.1634295    Jupiter         Umbra       2003          4015.1634295
22 Jul 2032 06:26:27.782    22 Jul 2032 07:33:23.390      4015.6072035    Jupiter         Umbra       2004          4015.6072035
22 Jul 2032 09:57:53.999    22 Jul 2032 11:04:50.039      4016.0400567    Jupiter         Umbra       2005          4016.0400567
22 Jul 2032 13:29:20.187    22 Jul 2032 14:36:16.560      4016.3736529    Jupiter         Umbra       2006          4016.3736529
22 Jul 2032 17:00:46.290    22 Jul 2032 18:07:42.830      4016.5399201    Jupiter         Umbra       2007          4016.5399201
22 Jul 2032 20:32:12.270    22 Jul 2032 21:39:08.780      4016.5106134    Jupiter         Umbra       2008          4016.5106134
23 Jul 2032 00:03:38.118    23 Jul 2032 01:10:34.425      4016.3064592    Jupiter         Umbra       2009          4016.3064592
23 Jul 2032 03:35:03.859    23 Jul 2032 04:41:59.851      4015.9919153    Jupiter         Umbra       2010          4015.9919153
23 Jul 2032 07:06:29.542    23 Jul 2032 08:13:25.199      4015.6571548    Jupiter         Umbra       2011          4015.6571548
23 Jul 2032 10:37:55.228    23 Jul 2032 11:44:50.621      4015.3926546    Jupiter         Umbra       2012          4015.3926546
23 Jul 2032 14:09:20.975    23 Jul 2032 15:16:16.239      4015.2641588    Jupiter         Umbra       2013          4015.2641588
23 Jul 2032 17:40:46.818    23 Jul 2032 18:47:42.114      4015.2955130    Jupiter         Umbra       2014          4015.2955130
23 Jul 2032 21:12:12.764    23 Jul 2032 22:19:08.227      4015.4632393    Jupiter         Umbra       2015          4015.4632393
24 Jul 2032 00:43:38.788    24 Jul 2032 01:50:34.491      4015.7031457    Jupiter         Umbra       2016          4015.7031457
24 Jul 2032 04:15:04.840    24 Jul 2032 05:22:00.767      4015.9269959    Jupiter         Umbra       2017          4015.9269959
24 Jul 2032 07:46:30.860    24 Jul 2032 08:53:26.905      4016.0455529    Jupiter         Umbra       2018          4016.0455529
24 Jul 2032 11:17:56.790    24 Jul 2032 12:24:52.783      4015.9929091    Jupiter         Umbra       2019          4015.9929091
24 Jul 2032 14:49:22.595    24 Jul 2032 15:56:18.341      4015.7461587    Jupiter         Umbra       2020          4015.7461587
24 Jul 2032 18:20:48.270    24 Jul 2032 19:27:43.605      4015.3345668    Jupiter         Umbra       2021          4015.3345668
24 Jul 2032 21:52:13.846    24 Jul 2032 22:59:08.681      4014.8345029    Jupiter         Umbra       2022          4014.8345029
25 Jul 2032 01:23:39.381    25 Jul 2032 02:30:33.732      4014.3510961    Jupiter         Umbra       2023          4014.3510961
25 Jul 2032 04:55:04.949    25 Jul 2032 06:01:58.941      4013.9917796    Jupiter         Umbra       2024          4013.9917796
25 Jul 2032 08:26:30.619    25 Jul 2032 09:33:24.459      4013.8404263    Jupiter         Umbra       2025          4013.8404263
25 Jul 2032 11:57:56.440    25 Jul 2032 13:04:50.379      4013.9382438    Jupiter         Umbra       2026          4013.9382438
25 Jul 2032 15:29:22.432    25 Jul 2032 16:36:16.708      4014.2767836    Jupiter         Umbra       2027          4014.2767836
25 Jul 2032 19:00:48.577    25 Jul 2032 20:07:43.380      4014.8027853    Jupiter         Umbra       2028          4014.8027853
25 Jul 2032 22:32:14.834    25 Jul 2032 23:39:10.268      4015.4332027    Jupiter         Umbra       2029          4015.4332027
26 Jul 2032 02:03:41.144    26 Jul 2032 03:10:37.221      4016.0772145    Jupiter         Umbra       2030          4016.0772145
26 Jul 2032 05:35:07.445    26 Jul 2032 06:42:04.106      4016.6602071    Jupiter         Umbra       2031          4016.6602071
26 Jul 2032 09:06:33.696    26 Jul 2032 10:13:30.840      4017.1436994    Jupiter         Umbra       2032          4017.1436994
26 Jul 2032 12:37:59.880    26 Jul 2032 13:44:57.415      4017.5355167    Jupiter         Umbra       2033          4017.5355167
26 Jul 2032 16:09:26.012    26 Jul 2032 17:16:23.899      4017.8865703    Jupiter         Umbra       2034          4017.8865703
26 Jul 2032 19:40:52.135    26 Jul 2032 20:47:50.409      4018.2743574    Jupiter         Umbra       2035          4018.2743574
26 Jul 2032 23:12:18.303    27 Jul 2032 00:19:17.082      4018.7782315    Jupiter         Umbra       2036          4018.7782315
27 Jul 2032 02:43:44.568    27 Jul 2032 03:50:44.023      4019.4550358    Jupiter         Umbra       2037          4019.4550358
27 Jul 2032 06:15:10.960    27 Jul 2032 07:22:11.281      4020.3210974    Jupiter         Umbra       2038          4020.3210974
27 Jul 2032 09:46:37.481    27 Jul 2032 10:53:38.827      4021.3458303    Jupiter         Umbra       2039          4021.3458303
27 Jul 2032 13:18:04.099    27 Jul 2032 14:25:06.556      4022.4569991    Jupiter         Umbra       2040          4022.4569991
27 Jul 2032 16:49:30.759    27 Jul 2032 17:56:34.316      4023.5564205    Jupiter         Umbra       2041          4023.5564205
27 Jul 2032 20:20:57.391    27 Jul 2032 21:28:01.933      4024.5423102    Jupiter         Umbra       2042          4024.5423102
27 Jul 2032 23:52:23.928    28 Jul 2032 00:59:29.262      4025.3337481    Jupiter         Umbra       2043          4025.3337481
28 Jul 2032 03:23:50.324    28 Jul 2032 04:30:56.215      4025.8912606    Jupiter         Umbra       2044          4025.8912606
28 Jul 2032 06:55:16.560    28 Jul 2032 08:02:22.788      4026.2274977    Jupiter         Umbra       2045          4026.2274977
28 Jul 2032 10:26:42.658    28 Jul 2032 11:33:49.062      4026.4040973    Jupiter         Umbra       2046          4026.4040973
28 Jul 2032 13:58:08.667    28 Jul 2032 15:05:15.182      4026.5148849    Jupiter         Umbra       2047          4026.5148849
28 Jul 2032 17:29:34.654    28 Jul 2032 18:36:41.314      4026.6603364    Jupiter         Umbra       2048          4026.6603364
28 Jul 2032 21:01:00.683    28 Jul 2032 22:08:07.604      4026.9215262    Jupiter         Umbra       2049          4026.9215262
29 Jul 2032 00:32:26.802    29 Jul 2032 01:39:34.143      4027.3406410    Jupiter         Umbra       2050          4027.3406410
29 Jul 2032 04:03:53.031    29 Jul 2032 05:11:00.943      4027.9122640    Jupiter         Umbra       2051          4027.9122640
29 Jul 2032 07:35:19.355    29 Jul 2032 08:42:27.941      4028.5867681    Jupiter         Umbra       2052          4028.5867681
29 Jul 2032 11:06:45.732    29 Jul 2032 12:13:55.017      4029.2847451    Jupiter         Umbra       2053          4029.2847451
29 Jul 2032 14:38:12.104    29 Jul 2032 15:45:22.022      4029.9178921    Jupiter         Umbra       2054          4029.9178921
29 Jul 2032 18:09:38.414    29 Jul 2032 19:16:48.827      4030.4128162    Jupiter         Umbra       2055          4030.4128162
29 Jul 2032 21:41:04.616    29 Jul 2032 22:48:15.348      4030.7318845    Jupiter         Umbra       2056          4030.7318845
30 Jul 2032 01:12:30.696    30 Jul 2032 02:19:41.581      4030.8844743    Jupiter         Umbra       2057          4030.8844743
30 Jul 2032 04:43:56.670    30 Jul 2032 05:51:07.595      4030.9247873    Jupiter         Umbra       2058          4030.9247873
30 Jul 2032 08:15:22.582    30 Jul 2032 09:22:33.519      4030.9365410    Jupiter         Umbra       2059          4030.9365410
30 Jul 2032 11:46:48.493    30 Jul 2032 12:53:59.502      4031.0090637    Jupiter         Umbra       2060          4031.0090637
30 Jul 2032 15:18:14.461    30 Jul 2032 16:25:25.673      4031.2121078    Jupiter         Umbra       2061          4031.2121078
30 Jul 2032 18:49:40.527    30 Jul 2032 19:56:52.104      4031.5770481    Jupiter         Umbra       2062          4031.5770481
30 Jul 2032 22:21:06.702    30 Jul 2032 23:28:18.792      4032.0894209    Jupiter         Umbra       2063          4032.0894209
31 Jul 2032 01:52:32.968    31 Jul 2032 02:59:45.660      4032.6924187    Jupiter         Umbra       2064          4032.6924187
31 Jul 2032 05:23:59.278    31 Jul 2032 06:31:12.579      4033.3014610    Jupiter         Umbra       2065          4033.3014610
31 Jul 2032 08:55:25.570    31 Jul 2032 10:02:39.396      4033.8257289    Jupiter         Umbra       2066          4033.8257289
31 Jul 2032 12:26:51.786    31 Jul 2032 13:34:05.979      4034.1923547    Jupiter         Umbra       2067          4034.1923547
31 Jul 2032 15:58:17.883    31 Jul 2032 17:05:32.250      4034.3672607    Jupiter         Umbra       2068          4034.3672607
31 Jul 2032 19:29:43.846    31 Jul 2032 20:36:58.213      4034.3668803    Jupiter         Umbra       2069          4034.3668803
31 Jul 2032 23:01:09.700    01 Aug 2032 00:08:23.956      4034.2561870    Jupiter         Umbra       2070          4034.2561870
01 Aug 2032 02:32:35.497    01 Aug 2032 03:39:49.630      4034.1330127    Jupiter         Umbra       2071          4034.1330127
01 Aug 2032 06:04:01.307    01 Aug 2032 07:11:15.410      4034.1033872    Jupiter         Umbra       2072          4034.1033872
01 Aug 2032 09:35:27.203    01 Aug 2032 10:42:41.458      4034.2553421    Jupiter         Umbra       2073          4034.2553421
01 Aug 2032 13:06:53.237    01 Aug 2032 14:14:07.876      4034.6385992    Jupiter         Umbra       2074          4034.6385992
01 Aug 2032 16:38:19.435    01 Aug 2032 17:45:34.690      4035.2549539    Jupiter         Umbra       2075          4035.2549539
01 Aug 2032 20:09:45.788    01 Aug 2032 21:17:01.848      4036.0604684    Jupiter         Umbra       2076          4036.0604684
01 Aug 2032 23:41:12.257    02 Aug 2032 00:48:29.235      4036.9780850    Jupiter         Umbra       2077          4036.9780850
02 Aug 2032 03:12:38.786    02 Aug 2032 04:19:56.704      4037.9181687    Jupiter         Umbra       2078          4037.9181687
02 Aug 2032 06:44:05.313    02 Aug 2032 07:51:24.116      4038.8021114    Jupiter         Umbra       2079          4038.8021114
02 Aug 2032 10:15:31.791    02 Aug 2032 11:22:51.374      4039.5832584    Jupiter         Umbra       2080          4039.5832584
02 Aug 2032 13:46:58.197    02 Aug 2032 14:54:18.456      4040.2594002    Jupiter         Umbra       2081          4040.2594002
02 Aug 2032 17:18:24.539    02 Aug 2032 18:25:45.412      4040.8725840    Jupiter         Umbra       2082          4040.8725840
02 Aug 2032 20:49:50.856    02 Aug 2032 21:57:12.351      4041.4949767    Jupiter         Umbra       2083          4041.4949767
03 Aug 2032 00:21:17.199    03 Aug 2032 01:28:39.405      4042.2058145    Jupiter         Umbra       2084          4042.2058145
03 Aug 2032 03:52:43.623    03 Aug 2032 05:00:06.689      4043.0667879    Jupiter         Umbra       2085          4043.0667879
03 Aug 2032 07:24:10.161    03 Aug 2032 08:31:34.264      4044.1028037    Jupiter         Umbra       2086          4044.1028037
03 Aug 2032 10:55:36.823    03 Aug 2032 12:03:02.116      4045.2928917    Jupiter         Umbra       2087          4045.2928917
03 Aug 2032 14:27:03.582    03 Aug 2032 15:34:30.155      4046.5729912    Jupiter         Umbra       2088          4046.5729912
03 Aug 2032 17:58:30.388    03 Aug 2032 19:05:58.237      4047.8493874    Jupiter         Umbra       2089          4047.8493874
03 Aug 2032 21:29:57.171    03 Aug 2032 22:37:26.190      4049.0194871    Jupiter         Umbra       2090          4049.0194871
04 Aug 2032 01:01:23.862    04 Aug 2032 02:08:53.858      4049.9961445    Jupiter         Umbra       2091          4049.9961445
04 Aug 2032 04:32:50.408    04 Aug 2032 05:40:21.137      4050.7293519    Jupiter         Umbra       2092          4050.7293519
04 Aug 2032 08:04:16.784    04 Aug 2032 09:11:48.004      4051.2195128    Jupiter         Umbra       2093          4051.2195128
04 Aug 2032 11:35:43.003    04 Aug 2032 12:43:14.520      4051.5171092    Jupiter         Umbra       2094          4051.5171092
04 Aug 2032 15:07:09.107    04 Aug 2032 16:14:40.816      4051.7087553    Jupiter         Umbra       2095          4057.2726258
04 Aug 2032 16:14:40.816    04 Aug 2032 16:14:46.380      5.5638704449    Jupiter         Penumbra    2095          4057.2726258
04 Aug 2032 18:38:35.160    04 Aug 2032 19:46:07.054      4051.8933839    Jupiter         Umbra       2096          4051.8933839
04 Aug 2032 22:10:01.229    04 Aug 2032 23:17:33.386      4052.1561119    Jupiter         Umbra       2097          4052.1561119
05 Aug 2032 01:41:27.366    05 Aug 2032 02:48:59.913      4052.5472478    Jupiter         Umbra       2098          4052.5472478
05 Aug 2032 05:12:53.594    05 Aug 2032 06:20:26.665      4053.0713787    Jupiter         Umbra       2099          4053.0713787
05 Aug 2032 08:44:19.907    05 Aug 2032 09:51:53.596      4053.6882469    Jupiter         Umbra       2100          4053.6882469
05 Aug 2032 12:15:46.269    05 Aug 2032 13:23:20.593      4054.3244441    Jupiter         Umbra       2101          4054.3244441
05 Aug 2032 15:47:12.624    05 Aug 2032 16:54:47.517      4054.8930282    Jupiter         Umbra       2102          4054.8930282
05 Aug 2032 19:18:38.912    05 Aug 2032 20:26:14.229      4055.3169704    Jupiter         Umbra       2103          4055.3169704
05 Aug 2032 22:50:05.086    05 Aug 2032 23:57:40.637      4055.5509720    Jupiter         Umbra       2104          4055.5509720
06 Aug 2032 02:21:31.124    06 Aug 2032 03:29:06.718      4055.5946972    Jupiter         Umbra       2105          4055.5946972
06 Aug 2032 05:52:57.035    06 Aug 2032 07:00:32.529      4055.4937472    Jupiter         Umbra       2106          4055.4937472
06 Aug 2032 09:24:22.860    06 Aug 2032 10:31:58.187      4055.3268055    Jupiter         Umbra       2107          4055.3268055
06 Aug 2032 12:55:48.657    06 Aug 2032 14:03:23.840      4055.1831745    Jupiter         Umbra       2108          4055.1831745
06 Aug 2032 16:27:14.486    06 Aug 2032 17:34:49.624      4055.1376840    Jupiter         Umbra       2109          4055.1376840
06 Aug 2032 19:58:40.392    06 Aug 2032 21:06:15.623      4055.2307709    Jupiter         Umbra       2110          4055.2307709
06 Aug 2032 23:30:06.395    07 Aug 2032 00:37:41.853      4055.4582905    Jupiter         Umbra       2111          4055.4582905
07 Aug 2032 03:01:32.481    07 Aug 2032 04:09:08.254      4055.7728193    Jupiter         Umbra       2112          4055.7728193
07 Aug 2032 06:32:58.611    07 Aug 2032 07:40:34.707      4056.0957638    Jupiter         Umbra       2113          4056.0957638
07 Aug 2032 10:04:24.724    07 Aug 2032 11:12:01.062      4056.3375247    Jupiter         Umbra       2114          4056.3375247
07 Aug 2032 13:35:50.761    07 Aug 2032 14:43:27.182      4056.4212455    Jupiter         Umbra       2115          4056.4212455
07 Aug 2032 17:07:16.674    07 Aug 2032 18:14:52.978      4056.3046454    Jupiter         Umbra       2116          4056.3046454
07 Aug 2032 20:38:42.443    07 Aug 2032 21:46:18.437      4055.9939828    Jupiter         Umbra       2117          4055.9939828
08 Aug 2032 00:10:08.083    08 Aug 2032 01:17:43.628      4055.5450809    Jupiter         Umbra       2118          4055.5450809
08 Aug 2032 03:41:33.644    08 Aug 2032 04:49:08.694      4055.0501109    Jupiter         Umbra       2119          4055.0501109
08 Aug 2032 07:12:59.193    08 Aug 2032 08:20:33.807      4054.6148575    Jupiter         Umbra       2120          4054.6148575
08 Aug 2032 10:44:24.804    08 Aug 2032 11:51:59.136      4054.3325837    Jupiter         Umbra       2121          4054.3325837
08 Aug 2032 14:15:50.536    08 Aug 2032 15:23:24.798      4054.2625831    Jupiter         Umbra       2122          4054.2625831
08 Aug 2032 17:47:16.422    08 Aug 2032 18:54:50.840      4054.4184287    Jupiter         Umbra       2123          4054.4184287
08 Aug 2032 21:18:42.462    08 Aug 2032 22:26:17.230      4054.7675222    Jupiter         Umbra       2124          4054.7675222
09 Aug 2032 00:50:08.625    09 Aug 2032 01:57:43.866      4055.2414911    Jupiter         Umbra       2125          4055.2414911
09 Aug 2032 04:21:34.857    09 Aug 2032 05:29:10.612      4055.7549854    Jupiter         Umbra       2126          4055.7549854
09 Aug 2032 07:53:01.099    09 Aug 2032 09:00:37.328      4056.2286583    Jupiter         Umbra       2127          4056.2286583
09 Aug 2032 11:24:27.300    09 Aug 2032 12:32:03.911      4056.6108542    Jupiter         Umbra       2128          4056.6108542
09 Aug 2032 14:55:53.432    09 Aug 2032 16:03:30.324      4056.8920448    Jupiter         Umbra       2129          4056.8920448
09 Aug 2032 18:27:19.500    09 Aug 2032 19:34:56.607      4057.1071519    Jupiter         Umbra       2130          4057.1071519
09 Aug 2032 21:58:45.537    09 Aug 2032 23:06:22.861      4057.3241129    Jupiter         Umbra       2131          4057.3241129
10 Aug 2032 01:30:11.595    10 Aug 2032 02:37:49.218      4057.6226698    Jupiter         Umbra       2132          4057.6226698
10 Aug 2032 05:01:37.729    10 Aug 2032 06:09:15.799      4058.0697636    Jupiter         Umbra       2133          4058.0697636
10 Aug 2032 08:33:03.981    10 Aug 2032 09:40:42.681      4058.6996064    Jupiter         Umbra       2134          4058.6996064
10 Aug 2032 12:04:30.366    10 Aug 2032 13:12:09.868      4059.5021418    Jupiter         Umbra       2135          4059.5021418
10 Aug 2032 15:35:56.866    10 Aug 2032 16:43:37.289      4060.4236943    Jupiter         Umbra       2136          4060.4236943
10 Aug 2032 19:07:23.435    10 Aug 2032 20:15:04.813      4061.3778590    Jupiter         Umbra       2137          4061.3778590
10 Aug 2032 22:38:50.007    10 Aug 2032 23:46:32.272      4062.2645922    Jupiter         Umbra       2138          4062.2645922
11 Aug 2032 02:10:16.513    11 Aug 2032 03:17:59.507      4062.9938581    Jupiter         Umbra       2139          4062.9938581
11 Aug 2032 05:41:42.893    11 Aug 2032 06:49:26.401      4063.5081274    Jupiter         Umbra       2140          4063.5081274
11 Aug 2032 09:13:09.118    11 Aug 2032 10:20:52.915      4063.7973905    Jupiter         Umbra       2141          4063.7973905
11 Aug 2032 12:44:35.190    11 Aug 2032 13:52:19.092      4063.9017835    Jupiter         Umbra       2142          4063.9017835
11 Aug 2032 16:16:01.148    11 Aug 2032 17:23:45.048      4063.9004300    Jupiter         Umbra       2143          4063.9004300
11 Aug 2032 19:47:27.052    11 Aug 2032 20:55:10.942      4063.8896017    Jupiter         Umbra       2144          4063.8896017
11 Aug 2032 23:18:52.971    12 Aug 2032 00:26:36.928      4063.9571462    Jupiter         Umbra       2145          4063.9571462
12 Aug 2032 02:50:18.960    12 Aug 2032 03:58:03.120      4064.1606152    Jupiter         Umbra       2146          4064.1606152
12 Aug 2032 06:21:45.050    12 Aug 2032 07:29:29.565      4064.5143927    Jupiter         Umbra       2147          4064.5143927
12 Aug 2032 09:53:11.242    12 Aug 2032 11:00:56.231      4064.9881228    Jupiter         Umbra       2148          4064.9881228
12 Aug 2032 13:24:37.506    12 Aug 2032 14:32:23.022      4065.5158847    Jupiter         Umbra       2149          4065.5158847
12 Aug 2032 16:56:03.789    12 Aug 2032 18:03:49.802      4066.0139778    Jupiter         Umbra       2150          4066.0139778
12 Aug 2032 20:27:30.030    12 Aug 2032 21:35:16.433      4066.4036175    Jupiter         Umbra       2151          4066.4036175
12 Aug 2032 23:58:56.178    13 Aug 2032 01:06:42.811      4066.6329948    Jupiter         Umbra       2152          4066.6329948
13 Aug 2032 03:30:22.206    13 Aug 2032 04:38:08.899      4066.6924751    Jupiter         Umbra       2153          4066.6924751
13 Aug 2032 07:01:48.116    13 Aug 2032 08:09:34.734      4066.6180828    Jupiter         Umbra       2154          4066.6180828
13 Aug 2032 10:33:13.944    13 Aug 2032 11:41:00.425      4066.4815460    Jupiter         Umbra       2155          4066.4815460
13 Aug 2032 14:04:39.744    13 Aug 2032 15:12:26.114      4066.3696966    Jupiter         Umbra       2156          4066.3696966
13 Aug 2032 17:36:05.579    13 Aug 2032 18:43:51.938      4066.3598439    Jupiter         Umbra       2157          4066.3598439
13 Aug 2032 21:07:31.497    13 Aug 2032 22:15:17.996      4066.4992127    Jupiter         Umbra       2158          4066.4992127
14 Aug 2032 00:38:57.524    14 Aug 2032 01:46:44.317      4066.7927920    Jupiter         Umbra       2159          4066.7927920
14 Aug 2032 04:10:23.655    14 Aug 2032 05:18:10.857      4067.2019699    Jupiter         Umbra       2160          4067.2019699
14 Aug 2032 07:41:49.852    14 Aug 2032 08:49:37.506      4067.6542878    Jupiter         Umbra       2161          4067.6542878
14 Aug 2032 11:13:16.059    14 Aug 2032 12:21:04.121      4068.0619318    Jupiter         Umbra       2162          4068.0619318
14 Aug 2032 14:44:42.214    14 Aug 2032 15:52:30.558      4068.3443527    Jupiter         Umbra       2163          4068.3443527
14 Aug 2032 18:16:08.263    14 Aug 2032 19:23:56.714      4068.4507863    Jupiter         Umbra       2164          4068.4507863
14 Aug 2032 21:47:34.181    14 Aug 2032 22:55:22.557      4068.3761331    Jupiter         Umbra       2165          4068.3761331
15 Aug 2032 01:18:59.974    15 Aug 2032 02:26:48.139      4068.1645848    Jupiter         Umbra       2166          4068.1645848
15 Aug 2032 04:50:25.685    15 Aug 2032 05:58:13.584      4067.8995094    Jupiter         Umbra       2167          4067.8995094
15 Aug 2032 08:21:51.377    15 Aug 2032 09:29:39.060      4067.6826484    Jupiter         Umbra       2168          4067.6826484
