Spacecraft: DALA_SatFine

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
18 Dec 2031 20:09:41.772    18 Dec 2031 21:02:52.681      3190.9089144    Jupiter         Umbra       530           3190.9089144
18 Dec 2031 23:41:07.977    19 Dec 2031 00:34:19.885      3191.9081810    Jupiter         Umbra       531           3191.9081810
19 Dec 2031 03:12:34.340    19 Dec 2031 04:05:47.574      3193.2336346    Jupiter         Umbra       532           3193.2336346
19 Dec 2031 06:44:00.847    19 Dec 2031 07:37:15.634      3194.7870178    Jupiter         Umbra       533           3194.7870178
19 Dec 2031 10:15:27.443    19 Dec 2031 11:08:43.845      3196.4020525    Jupiter         Umbra       534           3196.4020525
19 Dec 2031 13:46:54.047    19 Dec 2031 14:40:11.933      3197.8859561    Jupiter         Umbra       535           3197.8859561
19 Dec 2031 17:18:20.574    19 Dec 2031 18:11:39.642      3199.0680472    Jupiter         Umbra       536           3199.0680472
19 Dec 2031 20:49:46.950    19 Dec 2031 21:43:06.790      3199.8402939    Jupiter         Umbra       537           3199.8402939
20 Dec 2031 00:21:13.137    20 Dec 2031 01:14:33.317      3200.1798408    Jupiter         Umbra       538           3200.1798408
20 Dec 2031 03:52:39.134    20 Dec 2031 04:45:59.285      3200.1507265    Jupiter         Umbra       539           3200.1507265
20 Dec 2031 07:24:04.977    20 Dec 2031 08:17:24.861      3199.8843259    Jupiter         Umbra       540           3199.8843259
20 Dec 2031 10:55:30.729    20 Dec 2031 11:48:50.273      3199.5438624    Jupiter         Umbra       541           3199.5438624
20 Dec 2031 14:26:56.463    20 Dec 2031 15:20:15.745      3199.2822119    Jupiter         Umbra       542           3199.2822119
20 Dec 2031 17:58:22.243    20 Dec 2031 18:51:41.445      3199.2020455    Jupiter         Umbra       543           3199.2020455
20 Dec 2031 21:29:48.107    20 Dec 2031 22:23:07.435      3199.3285146    Jupiter         Umbra       544           3199.3285146
21 Dec 2031 01:01:14.053    21 Dec 2031 01:54:33.658      3199.6043366    Jupiter         Umbra       545           3199.6043366
21 Dec 2031 04:32:40.048    21 Dec 2031 05:25:59.958      3199.9096973    Jupiter         Umbra       546           3199.9096973
21 Dec 2031 08:04:06.031    21 Dec 2031 08:57:26.132      3200.1009298    Jupiter         Umbra       547           3200.1009298
21 Dec 2031 11:35:31.937    21 Dec 2031 12:28:51.993      3200.0559542    Jupiter         Umbra       548           3200.0559542
21 Dec 2031 15:06:57.717    21 Dec 2031 16:00:17.430      3199.7128341    Jupiter         Umbra       549           3199.7128341
21 Dec 2031 18:38:23.350    21 Dec 2031 19:31:42.441      3199.0908782    Jupiter         Umbra       550           3199.0908782
21 Dec 2031 22:09:48.855    21 Dec 2031 23:03:07.145      3198.2900081    Jupiter         Umbra       551           3198.2900081
22 Dec 2031 01:41:14.285    22 Dec 2031 02:34:31.755      3197.4700247    Jupiter         Umbra       552           3197.4700247
22 Dec 2031 05:12:39.717    22 Dec 2031 06:05:56.532      3196.8149872    Jupiter         Umbra       553           3196.8149872
22 Dec 2031 08:44:05.237    22 Dec 2031 09:37:21.727      3196.4897425    Jupiter         Umbra       554           3196.4897425
22 Dec 2031 12:15:30.917    22 Dec 2031 13:08:47.516      3196.5998172    Jupiter         Umbra       555           3196.5998172
22 Dec 2031 15:46:56.796    22 Dec 2031 16:40:13.960      3197.1638342    Jupiter         Umbra       556           3197.1638342
22 Dec 2031 19:18:22.875    22 Dec 2031 20:11:40.983      3198.1082467    Jupiter         Umbra       557           3198.1082467
22 Dec 2031 22:49:49.110    22 Dec 2031 23:43:08.398      3199.2873347    Jupiter         Umbra       558           3199.2873347
23 Dec 2031 02:21:15.431    23 Dec 2031 03:14:35.954      3200.5226007    Jupiter         Umbra       559           3208.7733349
23 Dec 2031 03:14:35.954    23 Dec 2031 03:14:44.204      8.2507341402    Jupiter         Penumbra    559           3208.7733349
23 Dec 2031 05:52:41.756    23 Dec 2031 06:46:03.405      3201.6498049    Jupiter         Umbra       560           3201.6498049
23 Dec 2031 09:24:08.015    23 Dec 2031 10:17:30.575      3202.5602324    Jupiter         Umbra       561           3202.5602324
23 Dec 2031 12:55:34.169    23 Dec 2031 13:48:57.394      3203.2253301    Jupiter         Umbra       562           3203.2253301
23 Dec 2031 16:27:00.215    23 Dec 2031 17:20:23.915      3203.6996555    Jupiter         Umbra       563           3203.6996555
23 Dec 2031 19:58:26.188    23 Dec 2031 20:51:50.292      3204.1036238    Jupiter         Umbra       564           3204.1036238
23 Dec 2031 23:29:52.149    24 Dec 2031 00:23:16.740      3204.5910426    Jupiter         Umbra       565           3204.5910426
24 Dec 2031 03:01:18.169    24 Dec 2031 03:54:43.476      3205.3069674    Jupiter         Umbra       566           3205.3069674
24 Dec 2031 06:32:44.313    24 Dec 2031 07:26:10.661      3206.3480683    Jupiter         Umbra       567           3206.3480683
24 Dec 2031 10:04:10.617    24 Dec 2031 10:57:38.351      3207.7341413    Jupiter         Umbra       568           3207.7341413
24 Dec 2031 13:35:37.080    24 Dec 2031 14:29:06.481      3209.4011887    Jupiter         Umbra       569           3209.4011887
24 Dec 2031 17:07:03.663    24 Dec 2031 18:00:34.881      3211.2182824    Jupiter         Umbra       570           3211.2182824
24 Dec 2031 20:38:30.300    24 Dec 2031 21:32:03.325      3213.0247325    Jupiter         Umbra       571           3213.0247325
25 Dec 2031 00:09:56.918    25 Dec 2031 01:03:31.593      3214.6751674    Jupiter         Umbra       572           3214.6751674
25 Dec 2031 03:41:23.456    25 Dec 2031 04:34:59.534      3216.0788619    Jupiter         Umbra       573           3216.0788619
25 Dec 2031 07:12:49.880    25 Dec 2031 08:06:27.103      3217.2231206    Jupiter         Umbra       574           3217.2231206
25 Dec 2031 10:44:16.196    25 Dec 2031 11:37:54.371      3218.1758054    Jupiter         Umbra       575           3218.1758054
25 Dec 2031 14:15:42.442    25 Dec 2031 15:09:21.510      3219.0674785    Jupiter         Umbra       576           3219.0674785
25 Dec 2031 17:47:08.685    25 Dec 2031 18:40:48.743      3220.0577838    Jupiter         Umbra       577           3220.0577838
25 Dec 2031 21:18:34.998    25 Dec 2031 22:12:16.292      3221.2934930    Jupiter         Umbra       578           3221.2934930
26 Dec 2031 00:50:01.444    26 Dec 2031 01:43:44.312      3222.8675245    Jupiter         Umbra       579           3222.8675245
26 Dec 2031 04:21:28.057    26 Dec 2031 05:15:12.847      3224.7900228    Jupiter         Umbra       580           3224.7900228
26 Dec 2031 07:52:54.829    26 Dec 2031 08:46:41.809      3226.9806233    Jupiter         Umbra       581           3226.9806233
26 Dec 2031 11:24:21.713    26 Dec 2031 12:18:10.998      3229.2853074    Jupiter         Umbra       582           3229.2853074
26 Dec 2031 14:55:48.631    26 Dec 2031 15:49:40.146      3231.5143526    Jupiter         Umbra       583           3231.5143526
26 Dec 2031 18:27:15.498    26 Dec 2031 19:21:08.987      3233.4893161    Jupiter         Umbra       584           3233.4893161
26 Dec 2031 21:58:42.236    26 Dec 2031 22:52:37.321      3235.0851917    Jupiter         Umbra       585           3235.0851917
27 Dec 2031 01:30:08.797    27 Dec 2031 02:24:05.054      3236.2572609    Jupiter         Umbra       586           3236.2572609
27 Dec 2031 05:01:35.171    27 Dec 2031 05:55:32.218      3237.0472146    Jupiter         Umbra       587           3237.0472146
27 Dec 2031 08:33:01.385    27 Dec 2031 09:26:58.953      3237.5683262    Jupiter         Umbra       588           3237.5683262
27 Dec 2031 12:04:27.497    27 Dec 2031 12:58:25.471      3237.9739428    Jupiter         Umbra       589           3237.9739428
27 Dec 2031 15:35:53.575    27 Dec 2031 16:29:51.992      3238.4166745    Jupiter         Umbra       590           3238.4166745
27 Dec 2031 19:07:19.686    27 Dec 2031 20:01:18.694      3239.0074918    Jupiter         Umbra       591           3239.0074918
27 Dec 2031 22:38:45.870    27 Dec 2031 23:32:45.656      3239.7850386    Jupiter         Umbra       592           3239.7850386
28 Dec 2031 02:10:12.135    28 Dec 2031 03:04:12.841      3240.7060405    Jupiter         Umbra       593           3240.7060405
28 Dec 2031 05:41:38.449    28 Dec 2031 06:35:40.108      3241.6598279    Jupiter         Umbra       594           3241.6598279
28 Dec 2031 09:13:04.756    28 Dec 2031 10:07:07.259      3242.5034432    Jupiter         Umbra       595           3242.5034432
28 Dec 2031 12:44:30.990    28 Dec 2031 13:38:34.096      3243.1060696    Jupiter         Umbra       596           3243.1060696
28 Dec 2031 16:15:57.097    28 Dec 2031 17:10:00.487      3243.3894404    Jupiter         Umbra       597           3243.3894404
28 Dec 2031 19:47:23.050    28 Dec 2031 20:41:26.402      3243.3526610    Jupiter         Umbra       598           3243.3526610
28 Dec 2031 23:18:48.857    29 Dec 2031 00:12:51.933      3243.0765372    Jupiter         Umbra       599           3243.0765372
29 Dec 2031 02:50:14.563    29 Dec 2031 03:44:17.270      3242.7074994    Jupiter         Umbra       600           3242.7074994
29 Dec 2031 06:21:40.240    29 Dec 2031 07:15:42.665      3242.4250540    Jupiter         Umbra       601           3242.4250540
29 Dec 2031 09:53:05.973    29 Dec 2031 10:47:08.373      3242.3998542    Jupiter         Umbra       602           3242.3998542
29 Dec 2031 13:24:31.834    29 Dec 2031 14:18:34.586      3242.7519457    Jupiter         Umbra       603           3242.7519457
29 Dec 2031 16:55:57.872    29 Dec 2031 17:50:01.392      3243.5198579    Jupiter         Umbra       604           3243.5198579
29 Dec 2031 20:27:24.093    29 Dec 2031 21:21:28.743      3244.6501117    Jupiter         Umbra       605           3244.6501117
29 Dec 2031 23:58:50.464    30 Dec 2031 00:52:56.476      3246.0117248    Jupiter         Umbra       606           3246.0117248
30 Dec 2031 03:30:16.919    30 Dec 2031 04:24:24.350      3247.4319268    Jupiter         Umbra       607           3247.4319268
30 Dec 2031 07:01:43.378    30 Dec 2031 07:55:52.120      3248.7420705    Jupiter         Umbra       608           3248.7420705
30 Dec 2031 10:33:09.770    30 Dec 2031 11:27:19.591      3249.8204405    Jupiter         Umbra       609           3249.8204405
30 Dec 2031 14:04:36.050    30 Dec 2031 14:58:46.670      3250.6205946    Jupiter         Umbra       610           3250.6205946
30 Dec 2031 17:36:02.205    30 Dec 2031 18:30:13.384      3251.1790449    Jupiter         Umbra       611           3251.1790449
30 Dec 2031 21:07:28.262    30 Dec 2031 22:01:39.865      3251.6028777    Jupiter         Umbra       612           3251.6028777
31 Dec 2031 00:38:54.278    31 Dec 2031 01:33:06.318      3252.0402566    Jupiter         Umbra       613           3252.0402566
31 Dec 2031 04:10:20.321    31 Dec 2031 05:04:32.961      3252.6402772    Jupiter         Umbra       614           3252.6402772
31 Dec 2031 07:41:46.458    31 Dec 2031 08:35:59.969      3253.5118683    Jupiter         Umbra       615           3253.5118683
31 Dec 2031 11:13:12.730    31 Dec 2031 12:07:27.422      3254.6925110    Jupiter         Umbra       616           3254.6925110
31 Dec 2031 14:44:39.144    31 Dec 2031 15:38:55.280      3256.1361481    Jupiter         Umbra       617           3256.1361481
31 Dec 2031 18:16:05.669    31 Dec 2031 19:10:23.395      3257.7251640    Jupiter         Umbra       618           3257.7251640
31 Dec 2031 21:47:32.246    31 Dec 2031 22:41:51.550      3259.3040097    Jupiter         Umbra       619           3259.3040097
01 Jan 2032 01:18:58.803    01 Jan 2032 02:13:19.526      3260.7229814    Jupiter         Umbra       620           3260.7229814
01 Jan 2032 04:50:25.275    01 Jan 2032 05:44:47.155      3261.8793138    Jupiter         Umbra       621           3261.8793138
01 Jan 2032 08:21:51.626    01 Jan 2032 09:16:14.370      3262.7439352    Jupiter         Umbra       622           3262.7439352
01 Jan 2032 11:53:17.850    01 Jan 2032 12:47:41.219      3263.3689079    Jupiter         Umbra       623           3263.3689079
01 Jan 2032 15:24:34.678    01 Jan 2032 15:24:43.982      9.3042280991    Jupiter         Penumbra    624           3273.1780449
01 Jan 2032 15:24:43.982    01 Jan 2032 16:19:07.856      3263.8738168    Jupiter         Umbra       624           3273.1780449
01 Jan 2032 18:56:10.081    01 Jan 2032 19:50:34.497      3264.4155019    Jupiter         Umbra       625           3264.4155019
01 Jan 2032 22:27:36.221    01 Jan 2032 23:22:01.369      3265.1475136    Jupiter         Umbra       626           3265.1475136
02 Jan 2032 01:59:02.468    02 Jan 2032 02:53:28.646      3266.1782010    Jupiter         Umbra       627           3266.1782010
02 Jan 2032 05:30:28.863    02 Jan 2032 06:24:56.401      3267.5384374    Jupiter         Umbra       628           3267.5384374
02 Jan 2032 09:01:55.409    02 Jan 2032 09:56:24.578      3269.1688670    Jupiter         Umbra       629           3269.1688670
02 Jan 2032 12:33:22.067    02 Jan 2032 13:27:52.999      3270.9317981    Jupiter         Umbra       630           3270.9317981
02 Jan 2032 16:04:39.506    02 Jan 2032 16:04:48.769      9.2625717167    Jupiter         Penumbra    631           3281.9077369
02 Jan 2032 16:04:48.769    02 Jan 2032 16:59:21.414      3272.6451652    Jupiter         Umbra       631           3281.9077369
02 Jan 2032 19:36:15.428    02 Jan 2032 20:30:49.556      3274.1281145    Jupiter         Umbra       632           3274.1281145
02 Jan 2032 23:07:41.967    03 Jan 2032 00:02:17.212      3275.2441515    Jupiter         Umbra       633           3275.2441515
03 Jan 2032 02:39:08.333    03 Jan 2032 03:33:44.265      3275.9318559    Jupiter         Umbra       634           3275.9318559
03 Jan 2032 06:10:34.506    03 Jan 2032 07:05:10.721      3276.2151889    Jupiter         Umbra       635           3276.2151889
03 Jan 2032 09:42:00.507    03 Jan 2032 10:36:36.701      3276.1933983    Jupiter         Umbra       636           3276.1933983
03 Jan 2032 13:13:26.386    03 Jan 2032 14:08:02.399      3276.0129124    Jupiter         Umbra       637           3276.0129124
03 Jan 2032 16:44:42.940    03 Jan 2032 16:44:52.212      9.2713613994    Jupiter         Penumbra    638           3285.1001085
03 Jan 2032 16:44:52.212    03 Jan 2032 17:39:28.040      3275.8287471    Jupiter         Umbra       638           3285.1001085
03 Jan 2032 20:16:18.050    03 Jan 2032 21:10:53.813      3275.7626460    Jupiter         Umbra       639           3275.7626460
03 Jan 2032 23:47:43.948    04 Jan 2032 00:42:19.818      3275.8697994    Jupiter         Umbra       640           3275.8697994
04 Jan 2032 03:19:09.920    04 Jan 2032 04:13:46.045      3276.1246744    Jupiter         Umbra       641           3276.1246744
04 Jan 2032 06:50:35.944    04 Jan 2032 07:45:12.375      3276.4306996    Jupiter         Umbra       642           3276.4306996
04 Jan 2032 10:22:01.969    04 Jan 2032 11:16:38.620      3276.6512646    Jupiter         Umbra       643           3276.6512646
04 Jan 2032 13:53:27.930    04 Jan 2032 14:48:04.582      3276.6527827    Jupiter         Umbra       644           3276.6527827
04 Jan 2032 17:24:53.769    04 Jan 2032 18:19:30.116      3276.3464483    Jupiter         Umbra       645           3276.3464483
04 Jan 2032 20:56:19.455    04 Jan 2032 21:50:55.171      3275.7161151    Jupiter         Umbra       646           3275.7161151
05 Jan 2032 00:27:44.987    05 Jan 2032 01:22:19.814      3274.8267095    Jupiter         Umbra       647           3274.8267095
05 Jan 2032 03:59:10.406    05 Jan 2032 04:53:44.219      3273.8132984    Jupiter         Umbra       648           3273.8132984
05 Jan 2032 07:30:35.777    05 Jan 2032 08:25:08.629      3272.8516334    Jupiter         Umbra       649           3272.8516334
05 Jan 2032 11:02:01.185    05 Jan 2032 11:56:33.303      3272.1179646    Jupiter         Umbra       650           3272.1179646
05 Jan 2032 14:33:26.708    05 Jan 2032 15:27:58.455      3271.7469887    Jupiter         Umbra       651           3271.7469887
05 Jan 2032 18:04:43.084    05 Jan 2032 18:04:52.400      9.3163935933    Jupiter         Penumbra    652           3281.1143929
05 Jan 2032 18:04:52.400    05 Jan 2032 18:59:24.198      3271.7979993    Jupiter         Umbra       652           3281.1143929
05 Jan 2032 21:36:18.280    05 Jan 2032 22:30:50.520      3272.2397585    Jupiter         Umbra       653           3272.2397585
06 Jan 2032 01:07:44.324    06 Jan 2032 02:02:17.284      3272.9599197    Jupiter         Umbra       654           3272.9599197
06 Jan 2032 04:39:10.474    06 Jan 2032 05:33:44.270      3273.7965407    Jupiter         Umbra       655           3273.7965407
06 Jan 2032 08:10:36.652    06 Jan 2032 09:05:11.234      3274.5820788    Jupiter         Umbra       656           3274.5820788
06 Jan 2032 11:42:02.787    06 Jan 2032 12:36:37.974      3275.1868614    Jupiter         Umbra       657           3275.1868614
06 Jan 2032 15:13:28.826    06 Jan 2032 16:08:04.377      3275.5502836    Jupiter         Umbra       658           3275.5502836
06 Jan 2032 18:44:54.753    06 Jan 2032 19:39:30.446      3275.6928874    Jupiter         Umbra       659           3275.6928874
06 Jan 2032 22:16:20.586    06 Jan 2032 23:10:56.294      3275.7084218    Jupiter         Umbra       660           3275.7084218
07 Jan 2032 01:47:46.377    07 Jan 2032 02:42:22.115      3275.7379252    Jupiter         Umbra       661           3275.7379252
07 Jan 2032 05:19:12.193    07 Jan 2032 06:13:48.126      3275.9322129    Jupiter         Umbra       662           3275.9322129
07 Jan 2032 08:50:38.105    07 Jan 2032 09:45:14.515      3276.4101725    Jupiter         Umbra       663           3276.4101725
07 Jan 2032 12:22:04.160    07 Jan 2032 13:16:41.385      3277.2258415    Jupiter         Umbra       664           3277.2258415
07 Jan 2032 15:53:30.373    07 Jan 2032 16:48:08.725      3278.3514288    Jupiter         Umbra       665           3278.3514288
07 Jan 2032 19:24:56.723    07 Jan 2032 20:19:36.408      3279.6846506    Jupiter         Umbra       666           3279.6846506
07 Jan 2032 22:56:23.154    07 Jan 2032 23:51:04.232      3281.0782359    Jupiter         Umbra       667           3281.0782359
08 Jan 2032 02:27:49.597    08 Jan 2032 03:22:31.978      3282.3816417    Jupiter         Umbra       668           3282.3816417
08 Jan 2032 05:59:15.984    08 Jan 2032 06:53:59.467      3283.4824467    Jupiter         Umbra       669           3283.4824467
08 Jan 2032 09:30:42.273    08 Jan 2032 10:25:26.609      3284.3363038    Jupiter         Umbra       670           3284.3363038
08 Jan 2032 13:02:08.452    08 Jan 2032 13:56:53.430      3284.9783298    Jupiter         Umbra       671           3284.9783298
08 Jan 2032 16:33:34.546    08 Jan 2032 17:28:20.060      3285.5140604    Jupiter         Umbra       672           3285.5140604
08 Jan 2032 20:05:00.613    08 Jan 2032 20:59:46.706      3286.0929511    Jupiter         Umbra       673           3286.0929511
08 Jan 2032 23:36:26.724    09 Jan 2032 00:31:13.595      3286.8703005    Jupiter         Umbra       674           3286.8703005
09 Jan 2032 03:07:52.950    09 Jan 2032 04:02:40.915      3287.9650950    Jupiter         Umbra       675           3287.9650950
09 Jan 2032 06:39:19.337    09 Jan 2032 07:34:08.762      3289.4255094    Jupiter         Umbra       676           3289.4255094
09 Jan 2032 10:10:45.897    09 Jan 2032 11:05:37.109      3291.2116129    Jupiter         Umbra       677           3291.2116129
09 Jan 2032 13:42:12.601    09 Jan 2032 14:37:05.804      3293.2022919    Jupiter         Umbra       678           3293.2022919
09 Jan 2032 17:13:39.385    09 Jan 2032 18:08:34.609      3295.2244294    Jupiter         Umbra       679           3295.2244294
09 Jan 2032 20:45:06.164    09 Jan 2032 21:40:03.260      3297.0960113    Jupiter         Umbra       680           3297.0960113
10 Jan 2032 00:16:32.858    10 Jan 2032 01:11:31.528      3298.6699769    Jupiter         Umbra       681           3298.6699769
10 Jan 2032 03:47:59.406    10 Jan 2032 04:42:59.273      3299.8671107    Jupiter         Umbra       682           3299.8671107
10 Jan 2032 07:19:25.781    10 Jan 2032 08:14:26.472      3300.6907584    Jupiter         Umbra       683           3300.6907584
10 Jan 2032 10:50:51.994    10 Jan 2032 11:45:53.216      3301.2212744    Jupiter         Umbra       684           3301.2212744
10 Jan 2032 14:22:18.090    10 Jan 2032 15:17:19.682      3301.5923817    Jupiter         Umbra       685           3301.5923817
10 Jan 2032 17:53:44.132    10 Jan 2032 18:48:46.087      3301.9547703    Jupiter         Umbra       686           3301.9547703
10 Jan 2032 21:25:10.189    10 Jan 2032 22:20:12.623      3302.4347026    Jupiter         Umbra       687           3302.4347026
11 Jan 2032 00:56:36.310    11 Jan 2032 01:51:39.409      3303.0987631    Jupiter         Umbra       688           3303.0987631
11 Jan 2032 04:28:02.516    11 Jan 2032 05:23:06.452      3303.9355123    Jupiter         Umbra       689           3303.9355123
11 Jan 2032 07:59:28.791    11 Jan 2032 08:54:33.651      3304.8598805    Jupiter         Umbra       690           3304.8598805
11 Jan 2032 11:30:55.087    11 Jan 2032 12:26:00.827      3305.7400030    Jupiter         Umbra       691           3305.7400030
11 Jan 2032 15:02:21.340    11 Jan 2032 15:57:27.778      3306.4382158    Jupiter         Umbra       692           3306.4382158
11 Jan 2032 18:33:47.489    11 Jan 2032 19:28:54.341      3306.8527233    Jupiter         Umbra       693           3306.8527233
11 Jan 2032 22:05:13.494    11 Jan 2032 23:00:20.442      3306.9484486    Jupiter         Umbra       694           3306.9484486
12 Jan 2032 01:36:39.348    12 Jan 2032 02:31:46.118      3306.7701762    Jupiter         Umbra       695           3306.7701762
12 Jan 2032 05:08:05.081    12 Jan 2032 06:03:11.517      3306.4356276    Jupiter         Umbra       696           3306.4356276
12 Jan 2032 08:39:30.754    12 Jan 2032 09:34:36.865      3306.1103163    Jupiter         Umbra       697           3313.9320181
12 Jan 2032 09:34:36.865    12 Jan 2032 09:34:44.686      7.8217018163    Jupiter         Penumbra    697           3313.9320181
12 Jan 2032 12:10:56.448    12 Jan 2032 13:06:02.418      3305.9697663    Jupiter         Umbra       698           3305.9697663
12 Jan 2032 15:42:22.241    12 Jan 2032 16:37:28.399      3306.1575211    Jupiter         Umbra       699           3306.1575211
12 Jan 2032 19:13:48.195    12 Jan 2032 20:08:54.944      3306.7490174    Jupiter         Umbra       700           3306.7490174
12 Jan 2032 22:45:14.334    12 Jan 2032 23:40:22.066      3307.7317280    Jupiter         Umbra       701           3307.7317280
13 Jan 2032 02:16:40.643    13 Jan 2032 03:11:49.652      3309.0095695    Jupiter         Umbra       702           3309.0095695
13 Jan 2032 05:48:07.068    13 Jan 2032 06:43:17.498      3310.4297344    Jupiter         Umbra       703           3310.4297344
13 Jan 2032 09:19:33.537    13 Jan 2032 10:14:45.361      3311.8241036    Jupiter         Umbra       704           3311.8241036
13 Jan 2032 12:50:59.974    13 Jan 2032 13:46:13.028      3313.0531762    Jupiter         Umbra       705           3313.0531762
13 Jan 2032 16:22:26.323    13 Jan 2032 17:17:40.362      3314.0396399    Jupiter         Umbra       706           3314.0396399
13 Jan 2032 19:53:52.557    13 Jan 2032 20:49:07.342      3314.7847758    Jupiter         Umbra       707           3314.7847758
13 Jan 2032 23:25:18.688    14 Jan 2032 00:20:34.053      3315.3651715    Jupiter         Umbra       708           3315.3651715
14 Jan 2032 02:56:44.759    14 Jan 2032 03:52:00.670      3315.9109427    Jupiter         Umbra       709           3315.9109427
14 Jan 2032 06:28:10.836    14 Jan 2032 07:23:27.407      3316.5704072    Jupiter         Umbra       710           3316.5704072
14 Jan 2032 09:59:36.987    14 Jan 2032 10:54:54.456      3317.4693638    Jupiter         Umbra       711           3317.4693638
14 Jan 2032 13:31:03.264    14 Jan 2032 14:26:21.939      3318.6752351    Jupiter         Umbra       712           3318.6752351
14 Jan 2032 17:02:29.688    14 Jan 2032 17:57:49.865      3320.1764937    Jupiter         Umbra       713           3320.1764937
14 Jan 2032 20:33:56.245    14 Jan 2032 21:29:18.130      3321.8848008    Jupiter         Umbra       714           3321.8848008
15 Jan 2032 00:05:22.886    15 Jan 2032 01:00:46.546      3323.6600891    Jupiter         Umbra       715           3323.6600891
15 Jan 2032 03:36:49.541    15 Jan 2032 04:32:14.891      3325.3500386    Jupiter         Umbra       716           3325.3500386
15 Jan 2032 07:08:16.143    15 Jan 2032 08:03:42.975      3326.8317445    Jupiter         Umbra       717           3326.8317445
15 Jan 2032 10:39:42.642    15 Jan 2032 11:35:10.687      3328.0445692    Jupiter         Umbra       718           3328.0445692
15 Jan 2032 14:11:09.021    15 Jan 2032 15:06:38.027      3329.0055980    Jupiter         Umbra       719           3329.0055980
15 Jan 2032 17:42:35.297    15 Jan 2032 18:38:05.102      3329.8049631    Jupiter         Umbra       720           3329.8049631
15 Jan 2032 21:14:01.519    15 Jan 2032 22:09:32.102      3330.5836384    Jupiter         Umbra       721           3330.5836384
16 Jan 2032 00:45:27.756    16 Jan 2032 01:40:59.254      3331.4975190    Jupiter         Umbra       722           3331.4975190
16 Jan 2032 04:16:54.080    16 Jan 2032 05:12:26.755      3332.6755414    Jupiter         Umbra       723           3332.6755414
16 Jan 2032 07:48:20.542    16 Jan 2032 08:43:54.725      3334.1826734    Jupiter         Umbra       724           3334.1826734
16 Jan 2032 11:19:47.163    16 Jan 2032 12:15:23.161      3335.9985808    Jupiter         Umbra       725           3335.9985808
16 Jan 2032 14:51:13.921    16 Jan 2032 15:46:51.940      3338.0191216    Jupiter         Umbra       726           3338.0191216
16 Jan 2032 18:22:40.759    16 Jan 2032 19:18:20.840      3340.0810578    Jupiter         Umbra       727           3340.0810578
16 Jan 2032 21:54:07.598    16 Jan 2032 22:49:49.600      3342.0027024    Jupiter         Umbra       728           3342.0027024
17 Jan 2032 01:25:34.355    17 Jan 2032 02:21:17.982      3343.6278727    Jupiter         Umbra       729           3343.6278727
17 Jan 2032 04:57:00.965    17 Jan 2032 05:52:45.826      3344.8613703    Jupiter         Umbra       730           3344.8613703
17 Jan 2032 08:28:27.395    17 Jan 2032 09:24:13.082      3345.6876653    Jupiter         Umbra       731           3345.6876653
17 Jan 2032 11:59:53.646    17 Jan 2032 12:55:39.816      3346.1700725    Jupiter         Umbra       732           3346.1700725
17 Jan 2032 15:31:19.756    17 Jan 2032 16:27:06.187      3346.4312038    Jupiter         Umbra       733           3346.4312038
17 Jan 2032 19:02:45.785    17 Jan 2032 19:58:32.404      3346.6189932    Jupiter         Umbra       734           3346.6189932
17 Jan 2032 22:34:11.799    17 Jan 2032 23:29:58.665      3346.8659102    Jupiter         Umbra       735           3346.8659102
18 Jan 2032 02:05:37.852    18 Jan 2032 03:01:25.104      3347.2518906    Jupiter         Umbra       736           3347.2518906
18 Jan 2032 05:37:03.971    18 Jan 2032 06:32:51.752      3347.7818157    Jupiter         Umbra       737           3347.7818157
18 Jan 2032 09:08:30.146    18 Jan 2032 10:04:18.531      3348.3850216    Jupiter         Umbra       738           3348.3850216
18 Jan 2032 12:39:56.336    18 Jan 2032 13:35:45.274      3348.9378205    Jupiter         Umbra       739           3348.9378205
18 Jan 2032 16:11:22.480    18 Jan 2032 17:07:11.783      3349.3022208    Jupiter         Umbra       740           3349.3022208
18 Jan 2032 19:42:48.516    18 Jan 2032 20:38:37.884      3349.3679033    Jupiter         Umbra       741           3349.3679033
18 Jan 2032 23:14:14.399    19 Jan 2032 00:10:03.484      3349.0849173    Jupiter         Umbra       742           3349.0849173
19 Jan 2032 02:45:40.115    19 Jan 2032 03:41:28.597      3348.4817899    Jupiter         Umbra       743           3348.4817899
19 Jan 2032 06:17:05.686    19 Jan 2032 07:12:53.348      3347.6622893    Jupiter         Umbra       744           3347.6622893
19 Jan 2032 09:48:31.167    19 Jan 2032 10:44:17.951      3346.7845821    Jupiter         Umbra       745           3346.7845821
19 Jan 2032 13:19:56.635    19 Jan 2032 14:15:42.661      3346.0257739    Jupiter         Umbra       746           3346.0257739
19 Jan 2032 16:51:22.171    19 Jan 2032 17:47:07.711      3345.5405610    Jupiter         Umbra       747           3345.5405610
19 Jan 2032 20:22:47.841    19 Jan 2032 21:18:33.263      3345.4227043    Jupiter         Umbra       748           3345.4227043
19 Jan 2032 23:54:13.679    20 Jan 2032 00:49:59.360      3345.6814480    Jupiter         Umbra       749           3345.6814480
20 Jan 2032 03:25:39.679    20 Jan 2032 04:21:25.920      3346.2407351    Jupiter         Umbra       750           3346.2407351
20 Jan 2032 06:57:05.798    20 Jan 2032 07:52:52.760      3346.9615802    Jupiter         Umbra       751           3346.9615802
