Target: DALA_SatFine

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
06 Sep 2032 16:53:07.192    07 Sep 2032 00:40:43.485      28056.293211    
07 Sep 2032 16:49:05.146    08 Sep 2032 00:36:36.159      28051.013324    
08 Sep 2032 16:45:03.427    09 Sep 2032 00:32:28.269      28044.841626    
09 Sep 2032 16:41:02.106    10 Sep 2032 00:28:20.225      28038.119019    
10 Sep 2032 16:37:01.232    11 Sep 2032 00:24:15.652      28034.419710    
11 Sep 2032 16:33:00.836    12 Sep 2032 00:20:13.689      28032.853761    
12 Sep 2032 16:29:00.941    13 Sep 2032 00:16:13.315      28032.373917    
13 Sep 2032 16:25:01.567    14 Sep 2032 00:12:14.176      28032.608224    
14 Sep 2032 16:21:02.727    15 Sep 2032 00:08:16.119      28033.391113    
15 Sep 2032 16:17:04.435    16 Sep 2032 00:04:19.064      28034.629138    
16 Sep 2032 16:13:06.704    17 Sep 2032 00:00:22.960      28036.255310    
17 Sep 2032 16:09:09.565    17 Sep 2032 23:56:27.767      28038.202501    
18 Sep 2032 16:05:13.089    18 Sep 2032 23:52:33.451      28040.361772    
19 Sep 2032 16:01:17.546    19 Sep 2032 23:48:39.974      28042.428305    
20 Sep 2032 15:57:24.002    20 Sep 2032 23:44:47.292      28043.289588    
21 Sep 2032 15:53:32.547    21 Sep 2032 23:40:55.340      28042.793947    
22 Sep 2032 15:49:41.225    22 Sep 2032 23:37:04.025      28042.799994    
23 Sep 2032 15:45:49.973    23 Sep 2032 23:33:13.178      28043.205332    
24 Sep 2032 15:41:58.969    24 Sep 2032 23:29:22.470      28043.500788    
25 Sep 2032 15:38:08.320    25 Sep 2032 23:25:31.212      28042.892044    
26 Sep 2032 15:34:18.087    26 Sep 2032 23:21:40.027      28041.939598    
27 Sep 2032 15:30:28.312    27 Sep 2032 23:17:52.293      28043.981411    
28 Sep 2032 15:26:39.018    28 Sep 2032 23:14:06.988      28047.969591    
29 Sep 2032 15:22:50.224    29 Sep 2032 23:10:23.190      28052.965282    
30 Sep 2032 15:19:01.942    30 Sep 2032 23:06:40.579      28058.636331    
01 Oct 2032 15:15:14.182    01 Oct 2032 23:02:59.016      28064.833562    


Number of events : 367


